direction,bnss_section_id,bnss_title,crpc_section_id,crpc_title,bridge_kind,mapping_note
crpc_to_bnss,351,"In every inquiry or trial, for the purpose of enabling the accused personally",313,"Power to examine the accused. —(1) In every inquiry or trial, for the purpose of enabling the accused",auto,"shared_keywords=['accused', 'enabling', 'inquiry', 'purpose', 'trial']; title_jaccard=0.71"
bnss_to_crpc,352,"Any party to a proceeding may, as soon as may be, after the close of his",314,"Oral arguments and memorandum of arguments.—(1) Any party to a proceeding may, as soon as may",auto,"shared_keywords=['party', 'proceeding', 'soon']; title_jaccard=0.38"
crpc_to_bnss,352,"Any party to a proceeding may, as soon as may be, after the close of his",314,"Oral arguments and memorandum of arguments.—(1) Any party to a proceeding may, as soon as may",auto,"shared_keywords=['party', 'proceeding', 'soon']; title_jaccard=0.38"
bnss_to_crpc,353,Any person accused of an offence before a Criminal Court shall be a competent,315,Accused person to be competent witness. —(1) Any person accused of an offence before a Criminal,auto,"shared_keywords=['accused', 'before', 'competent', 'criminal', 'offence']; title_jaccard=0.83"
crpc_to_bnss,353,Any person accused of an offence before a Criminal Court shall be a competent,315,Accused person to be competent witness. —(1) Any person accused of an offence before a Criminal,auto,"shared_keywords=['accused', 'before', 'competent', 'criminal', 'offence']; title_jaccard=0.83"
bnss_to_crpc,354,"Except as provided in sections 343 and 344, no influence, by means of any",316,"No influence to be used to induce disclosure.—Except as provided in sections 306 and 307, no influence,",auto,"shared_keywords=['except', 'influence', 'provided', 'sections']; title_jaccard=0.50"
crpc_to_bnss,354,"Except as provided in sections 343 and 344, no influence, by means of any",316,"No influence to be used to induce disclosure.—Except as provided in sections 306 and 307, no influence,",auto,"shared_keywords=['except', 'influence', 'provided', 'sections']; title_jaccard=0.50"
bnss_to_crpc,355,"At any stage of an inquiry or trial under this Sanhita, if the Judge or Magistrate",323,"Procedure when, after commencement of inquiry or trial, Magistrate finds case should be",auto,"shared_keywords=['inquiry', 'magistrate', 'trial']; title_jaccard=0.27"
crpc_to_bnss,355,"At any stage of an inquiry or trial under this Sanhita, if the Judge or Magistrate",323,"Procedure when, after commencement of inquiry or trial, Magistrate finds case should be",auto,"shared_keywords=['inquiry', 'magistrate', 'trial']; title_jaccard=0.27"
bnss_to_crpc,356,Notwithstanding anything contained in this Sanhita or in any other law for,45,Protection of members of the Armed Forces from arrest.—(1) Notwithstanding anything contained,auto,"shared_keywords=['anything', 'contained', 'notwithstanding']; title_jaccard=0.33"
crpc_to_bnss,356,Notwithstanding anything contained in this Sanhita or in any other law for,45,Protection of members of the Armed Forces from arrest.—(1) Notwithstanding anything contained,auto,"shared_keywords=['anything', 'contained', 'notwithstanding']; title_jaccard=0.33"
bnss_to_crpc,359,"The offences punishable under the sections of the Bharatiya Nyaya Sanhita,",320,Compounding of offences. —(1) The offences punishable under the sections of the Indian Penal,auto,"shared_keywords=['offences', 'punishable', 'sections']; title_jaccard=0.33"
crpc_to_bnss,359,"The offences punishable under the sections of the Bharatiya Nyaya Sanhita,",320,Compounding of offences. —(1) The offences punishable under the sections of the Indian Penal,auto,"shared_keywords=['offences', 'punishable', 'sections']; title_jaccard=0.33"
bnss_to_crpc,360,"The Public Prosecutor or Assistant Public Prosecutor in charge of a case may,",321,Withdrawal from prosecution.—The Public Prosecutor or Assistant Public Prosecutor in charge of a,auto,"shared_keywords=['assistant', 'charge', 'prosecutor', 'public']; title_jaccard=0.57"
crpc_to_bnss,360,"The Public Prosecutor or Assistant Public Prosecutor in charge of a case may,",321,Withdrawal from prosecution.—The Public Prosecutor or Assistant Public Prosecutor in charge of a,auto,"shared_keywords=['assistant', 'charge', 'prosecutor', 'public']; title_jaccard=0.57"
bnss_to_crpc,361,"If, in the course of any inquiry into an offence or a trial before a Magistrate in",322,"Procedure in cases which Magistrate cannot dispose of. —(1) If, in the course of any inquiry into an",auto,"shared_keywords=['course', 'inquiry', 'magistrate']; title_jaccard=0.33"
crpc_to_bnss,361,"If, in the course of any inquiry into an offence or a trial before a Magistrate in",322,"Procedure in cases which Magistrate cannot dispose of. —(1) If, in the course of any inquiry into an",auto,"shared_keywords=['course', 'inquiry', 'magistrate']; title_jaccard=0.33"
bnss_to_crpc,366,The place in which any Criminal Court is held for the purpose of inquiring into,327,Court to be open .—3[(1)] The place in which any Criminal Court is held fo r the purpose of inquiring into,auto,"shared_keywords=['criminal', 'held', 'inquiring', 'place', 'purpose']; title_jaccard=0.83"
crpc_to_bnss,366,The place in which any Criminal Court is held for the purpose of inquiring into,327,Court to be open .—3[(1)] The place in which any Criminal Court is held fo r the purpose of inquiring into,auto,"shared_keywords=['criminal', 'held', 'inquiring', 'place', 'purpose']; title_jaccard=0.83"
bnss_to_crpc,367,When a Magistrate holding an inquiry has reason to believe that the person,328,Procedure in case of accused being lunatic .—(1) When a Magistrate holding an inquiry has reason to,auto,"shared_keywords=['holding', 'inquiry', 'magistrate', 'reason']; title_jaccard=0.50"
crpc_to_bnss,367,When a Magistrate holding an inquiry has reason to believe that the person,328,Procedure in case of accused being lunatic .—(1) When a Magistrate holding an inquiry has reason to,auto,"shared_keywords=['holding', 'inquiry', 'magistrate', 'reason']; title_jaccard=0.50"
bnss_to_crpc,370,"Whenever an inquiry or a trial is postponed under section 367 or section 368,",331,Resumption of inquiry or trial. —(1) Whenever an inquiry or a trial is postponed under section 328 or,auto,"shared_keywords=['inquiry', 'postponed', 'trial', 'whenever']; title_jaccard=0.80"
crpc_to_bnss,370,"Whenever an inquiry or a trial is postponed under section 367 or section 368,",331,Resumption of inquiry or trial. —(1) Whenever an inquiry or a trial is postponed under section 328 or,auto,"shared_keywords=['inquiry', 'postponed', 'trial', 'whenever']; title_jaccard=0.80"
bnss_to_crpc,371,"If, when the accused appears or is again brought before the Magistrate or",332,"Procedure on accused appearing before Magistrate or Cour t.—(1) If, when the accused appears or is",auto,"shared_keywords=['accused', 'appears', 'before', 'magistrate']; title_jaccard=0.50"
crpc_to_bnss,371,"If, when the accused appears or is again brought before the Magistrate or",332,"Procedure on accused appearing before Magistrate or Cour t.—(1) If, when the accused appears or is",auto,"shared_keywords=['accused', 'appears', 'before', 'magistrate']; title_jaccard=0.50"
bnss_to_crpc,372,"When the accused appears to be of sound mind at the time of inquiry or trial, and",333,When accused appears to have been of sound mind.—When the accused appears to be of sound mind at,auto,"shared_keywords=['accused', 'appears', 'mind', 'sound']; title_jaccard=0.57"
crpc_to_bnss,372,"When the accused appears to be of sound mind at the time of inquiry or trial, and",333,When accused appears to have been of sound mind.—When the accused appears to be of sound mind at,auto,"shared_keywords=['accused', 'appears', 'mind', 'sound']; title_jaccard=0.57"
bnss_to_crpc,373,"Whenever any person is acquitted upon the ground that, at the time at which he",334,Judgment of acquittal on ground of unsoundness of mind.—Whenever any person is acquitted upon the,auto,"shared_keywords=['acquitted', 'ground', 'whenever']; title_jaccard=0.38"
crpc_to_bnss,373,"Whenever any person is acquitted upon the ground that, at the time at which he",334,Judgment of acquittal on ground of unsoundness of mind.—Whenever any person is acquitted upon the,auto,"shared_keywords=['acquitted', 'ground', 'whenever']; title_jaccard=0.38"
bnss_to_crpc,375,The State Government may empower the officer-in-charge of the jail in which a,336,Power of State Government to e mpower officer-in-charge to discharge. —The State Government may,auto,"shared_keywords=['charge', 'government', 'officer', 'state']; title_jaccard=0.50"
crpc_to_bnss,375,The State Government may empower the officer-in-charge of the jail in which a,336,Power of State Government to e mpower officer-in-charge to discharge. —The State Government may,auto,"shared_keywords=['charge', 'government', 'officer', 'state']; title_jaccard=0.50"
bnss_to_crpc,378,Whenever any relative or friend of any person detained under the provisions,339,Delivery of lunatic to care of relative or friend. —(1) Whenever any relative or friend of a ny person,auto,"shared_keywords=['friend', 'relative', 'whenever']; title_jaccard=0.38"
crpc_to_bnss,378,Whenever any relative or friend of any person detained under the provisions,339,Delivery of lunatic to care of relative or friend. —(1) Whenever any relative or friend of a ny person,auto,"shared_keywords=['friend', 'relative', 'whenever']; title_jaccard=0.38"
bnss_to_crpc,380,Any person on whose application any Court other than a High Court has,341,Appeal.—(1) Any person on whose application any Court other than a High Court has refused to make a,auto,"shared_keywords=['application', 'high', 'than']; title_jaccard=0.50"
crpc_to_bnss,380,Any person on whose application any Court other than a High Court has,341,Appeal.—(1) Any person on whose application any Court other than a High Court has refused to make a,auto,"shared_keywords=['application', 'high', 'than']; title_jaccard=0.50"
bnss_to_crpc,381,Any Court dealing with an application made to it for filing a complaint under,342,Power to order costs. —Any Court dealing with an application made to it for filing a complaint under,auto,"shared_keywords=['application', 'complaint', 'dealing', 'filing', 'made']; title_jaccard=0.83"
crpc_to_bnss,381,Any Court dealing with an application made to it for filing a complaint under,342,Power to order costs. —Any Court dealing with an application made to it for filing a complaint under,auto,"shared_keywords=['application', 'complaint', 'dealing', 'filing', 'made']; title_jaccard=0.83"
bnss_to_crpc,382,A Magistrate to whom a complaint is made under section 379 or section 380,343,Procedure of Magistrate taking cognizance.—(1) A Magistrate to whom a complaint is made under,auto,"shared_keywords=['complaint', 'made', 'magistrate']; title_jaccard=0.60"
